STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Age,SEX,Sex,INCP,Total Personal Income (weekly),STATE,State,REGIONTYPE,Geography Level,REGION,LGA 2011,FREQUENCY,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O15,15 years and over,2,Females,12,"$2,000 or more",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,199,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T25,25 - 34,1,Males,10,"$1,250-$1,499",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,68,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,3,Persons,11,"$1,500-$1,999",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,227,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,1,Males,10,"$1,250-$1,499",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,33,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,3,Persons,10,"$1,250-$1,499",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,21,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,3,Persons,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,126,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A15,15 - 19,3,Persons,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,5,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A15,15 - 19,2,Females,11,"$1,500-$1,999",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,0,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,1,Males,04,$200-$299,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,122,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A15,15 - 19,1,Males,08,$800-$999,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,4,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,1,Males,TOT,Total,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,1245,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O15,15 years and over,3,Persons,04,$200-$299,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,2469,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T25,25 - 34,2,Females,04,$200-$299,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,129,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,1,Males,10,"$1,250-$1,499",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,13,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,3,Persons,12,"$2,000 or more",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,250,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,3,Persons,05,$300-$399,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,197,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,3,Persons,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,324,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,2,Females,11,"$1,500-$1,999",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,121,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,1,Males,08,$800-$999,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,71,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,2,Females,11,"$1,500-$1,999",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,0,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,2,Females,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,97,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O15,15 years and over,3,Persons,10,"$1,250-$1,499",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,815,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,1,Males,04,$200-$299,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,95,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,1,Males,07,$600-$799,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,33,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,1,Males,11,"$1,500-$1,999",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,3,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,1,Males,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,65,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,2,Females,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,108,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,2,Females,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,209,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T25,25 - 34,2,Females,07,$600-$799,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,207,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T25,25 - 34,1,Males,08,$800-$999,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,153,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,1,Males,05,$300-$399,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,109,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,1,Males,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,82,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,1,Males,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,59,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,2,Females,08,$800-$999,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,109,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,1,Males,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,22,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,2,Females,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,101,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,3,Persons,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,359,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O15,15 years and over,3,Persons,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,1280,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,3,Persons,07,$600-$799,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,381,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,2,Females,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,89,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,1,Males,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,50,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,1,Males,07,$600-$799,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,157,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,2,Females,08,$800-$999,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,46,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,1,Males,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,14,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,2,Females,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,109,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,2,Females,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,175,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,2,Females,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,66,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,3,Persons,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,244,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,3,Persons,TOT,Total,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,1871,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A15,15 - 19,2,Females,10,"$1,250-$1,499",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,3,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,2,Females,12,"$2,000 or more",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,3,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,3,Persons,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,15,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,3,Persons,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,88,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,3,Persons,08,$800-$999,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,42,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,2,Females,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,77,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,2,Females,12,"$2,000 or more",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,78,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O15,15 years and over,3,Persons,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,2557,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,2,Females,12,"$2,000 or more",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,32,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A15,15 - 19,2,Females,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,63,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,2,Females,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,119,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,3,Persons,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,130,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A15,15 - 19,1,Males,07,$600-$799,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,24,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,1,Males,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,79,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,3,Persons,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,17,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,2,Females,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,80,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,1,Males,01_02,Negative/Nil income,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,31,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,3,Persons,12,"$2,000 or more",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,20,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,1,Males,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,48,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,2,Females,TOT,Total,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,661,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O15,15 years and over,2,Females,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,802,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O15,15 years and over,3,Persons,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,1548,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,3,Persons,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,285,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T65,65 - 74,2,Females,06,$400-$599,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,183,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,2,Females,07,$600-$799,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,169,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,2,Females,04,$200-$299,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,128,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,2,Females,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,12,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,1,Males,11,"$1,500-$1,999",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,7,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,A20,20 - 24,2,Females,05,$300-$399,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,143,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,O85,85 years and over,3,Persons,Z,Personal income not stated,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,69,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,2,Females,08,$800-$999,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,25,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T45,45 - 54,2,Females,TOT,Total,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,1681,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,2,Females,09,"$1,000-$1,249",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,117,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T75,75 - 84,2,Females,07,$600-$799,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,52,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T25,25 - 34,3,Persons,01_02,Negative/Nil income,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,100,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,2,Females,TOT,Total,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,1376,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T55,55 - 64,1,Males,12,"$2,000 or more",1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,130,,PSNS,Persons,,,,
DATAFLOW,ABS:ABS_CENSUS2011_B17_LGA(1.0.0),B17 Total Personal Income (weekly) by Age by Sex (LGA),I,T35,35 - 44,3,Persons,03,$1-$199,1,New South Wales,LGA2011,Local Government Areas (2011),10110,Armidale Dumaresq (A),A,Annual,2011,,122,,PSNS,Persons,,,,
